Year,Season,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,PTS,Diff,3pt_attempt_pct,year2,season_team,avg_3pt_attempted_per_game,avg_2pt_att_per_game,avg_fg_per_game
1998,1997-98,Indiana Pacers,82,19830,2921,6223,47%,401,1029,39%,2520,5194,49%,7874,-4165,17%,97-98,97-98 Indiana Pacers,12.54878049,63.34146341,75.8902439
1998,1997-98,Los Angeles Clippers,82,19780,2930,6690,44%,525,1468,36%,2405,5222,46%,7865,-3754,22%,97-98,97-98 Los Angeles Clippers,17.90243902,63.68292683,81.58536585
1998,1997-98,Boston Celtics,82,19730,3012,6934,43%,415,1249,33%,2597,5685,46%,7864,-4436,18%,97-98,97-98 Boston Celtics,15.23170732,69.32926829,84.56097561
1998,1997-98,Atlanta Hawks,82,19880,2887,6352,46%,337,1016,33%,2550,5336,48%,7860,-4320,16%,97-98,97-98 Atlanta Hawks,12.3902439,65.07317073,77.46341463
1998,1997-98,Miami Heat,82,19755,2850,6327,45%,548,1544,36%,2302,4783,48%,7787,-3239,24%,97-98,97-98 Miami Heat,18.82926829,58.32926829,77.15853659
1998,1997-98,Toronto Raptors,82,19930,2965,6813,44%,372,1086,34%,2593,5727,45%,7781,-4641,16%,97-98,97-98 Toronto Raptors,13.24390244,69.84146341,83.08536585
1998,1997-98,Milwaukee Bucks,82,19930,2918,6399,46%,249,703,35%,2669,5696,47%,7748,-4993,11%,97-98,97-98 Milwaukee Bucks,8.573170732,69.46341463,78.03658537
1998,1997-98,Portland Trail Blazers,82,19830,2885,6397,45%,324,1047,31%,2561,5350,48%,7734,-4303,16%,97-98,97-98 Portland Trail Blazers,12.76829268,65.24390244,78.01219512
1998,1997-98,Detroit Pistons,82,19955,2862,6373,45%,293,938,31%,2569,5435,47%,7721,-4497,15%,97-98,97-98 Detroit Pistons,11.43902439,66.2804878,77.7195122
1998,1997-98,Philadelphia 76ers,82,19755,2837,6409,44%,243,810,30%,2594,5599,46%,7651,-4789,13%,97-98,97-98 Philadelphia 76ers,9.87804878,68.2804878,78.15853659
1998,1997-98,Sacramento Kings,82,19730,2957,6684,44%,283,806,35%,2674,5878,46%,7637,-5072,12%,97-98,97-98 Sacramento Kings,9.829268293,71.68292683,81.51219512
1998,1997-98,San Antonio Spurs,82,19830,2898,6187,47%,302,863,35%,2596,5324,49%,7587,-4461,14%,97-98,97-98 San Antonio Spurs,10.52439024,64.92682927,75.45121951
1998,1997-98,Cleveland Cavaliers,82,19830,2817,6207,45%,298,801,37%,2519,5406,47%,7585,-4605,13%,97-98,97-98 Cleveland Cavaliers,9.768292683,65.92682927,75.69512195
1998,1997-98,New York Knicks,82,19830,2864,6413,45%,382,1139,34%,2482,5274,47%,7509,-4135,18%,97-98,97-98 New York Knicks,13.8902439,64.31707317,78.20731707
1998,1997-98,Dallas Mavericks,82,19905,2882,6754,43%,422,1183,36%,2460,5571,44%,7494,-4388,18%,97-98,97-98 Dallas Mavericks,14.42682927,67.93902439,82.36585366
1998,1997-98,Orlando Magic,82,19830,2771,6455,43%,293,907,32%,2478,5548,45%,7387,-4641,14%,97-98,97-98 Orlando Magic,11.06097561,67.65853659,78.7195122
1998,1997-98,Denver Nuggets,82,19730,2677,6412,42%,288,893,32%,2389,5519,43%,7300,-4626,14%,97-98,97-98 Denver Nuggets,10.8902439,67.30487805,78.19512195
1998,1997-98,Golden State Warriors,82,19830,2845,6883,41%,189,696,27%,2656,6187,43%,7237,-5491,10%,97-98,97-98 Golden State Warriors,8.487804878,75.45121951,83.93902439
1997,1996-97,Chicago Bulls,82,19730,3277,6923,47%,523,1403,37%,2754,5520,50%,8458,-4117,20%,96-97,96-97 Chicago Bulls,17.1097561,67.31707317,84.42682927
1997,1996-97,Utah Jazz,82,19830,3131,6217,50%,334,902,37%,2797,5315,53%,8454,-4413,15%,96-97,96-97 Utah Jazz,11,64.81707317,75.81707317
1997,1996-97,Phoenix Suns,82,19855,3143,6705,47%,527,1428,37%,2616,5277,50%,8431,-3849,21%,96-97,96-97 Phoenix Suns,17.41463415,64.35365854,81.76829268
1997,1996-97,Seattle SuperSonics,82,19780,2995,6415,47%,559,1583,35%,2436,4832,50%,8274,-3249,25%,96-97,96-97 Seattle SuperSonics,19.30487805,58.92682927,78.23170732
1997,1996-97,Boston Celtics,82,19905,3066,6967,44%,467,1331,35%,2599,5636,46%,8248,-4305,19%,96-97,96-97 Boston Celtics,16.23170732,68.73170732,84.96341463
1997,1996-97,Houston Rockets,82,19855,3037,6484,47%,671,1839,37%,2366,4645,51%,8248,-2806,28%,96-97,96-97 Houston Rockets,22.42682927,56.64634146,79.07317073
1997,1996-97,Philadelphia 76ers,82,19780,3003,6850,44%,433,1356,32%,2570,5494,47%,8215,-4138,20%,96-97,96-97 Philadelphia 76ers,16.53658537,67,83.53658537
1997,1996-97,Los Angeles Lakers,82,19930,3018,6642,45%,551,1500,37%,2467,5142,48%,8200,-3642,23%,96-97,96-97 Los Angeles Lakers,18.29268293,62.70731707,81
1997,1996-97,Golden State Warriors,82,19905,2997,6567,46%,481,1363,35%,2516,5204,48%,8171,-3841,21%,96-97,96-97 Golden State Warriors,16.62195122,63.46341463,80.08536585
1997,1996-97,Washington Bullets,82,19855,3208,6678,48%,331,1001,33%,2877,5677,51%,8147,-4676,15%,96-97,96-97 Washington Bullets,12.20731707,69.23170732,81.43902439
1997,1996-97,Portland Trail Blazers,82,19855,3000,6465,46%,501,1401,36%,2499,5064,49%,8114,-3663,22%,96-97,96-97 Portland Trail Blazers,17.08536585,61.75609756,78.84146341
1997,1996-97,Charlotte Hornets,82,19805,2988,6342,47%,591,1382,43%,2397,4960,48%,8108,-3578,22%,96-97,96-97 Charlotte Hornets,16.85365854,60.48780488,77.34146341
1997,1996-97,Denver Nuggets,82,19930,2934,6687,44%,636,1711,37%,2298,4976,46%,8020,-3265,26%,96-97,96-97 Denver Nuggets,20.86585366,60.68292683,81.54878049
1997,1996-97,New Jersey Nets,82,19780,2994,7091,42%,484,1371,35%,2510,5720,44%,7974,-4349,19%,96-97,96-97 New Jersey Nets,16.7195122,69.75609756,86.47560976
1997,1996-97,Los Angeles Clippers,82,19930,2989,6696,45%,474,1339,35%,2515,5357,47%,7969,-4018,20%,96-97,96-97 Los Angeles Clippers,16.32926829,65.32926829,81.65853659
1997,1996-97,Sacramento Kings,82,19855,3000,6611,45%,414,1058,39%,2586,5553,47%,7908,-4495,16%,96-97,96-97 Sacramento Kings,12.90243902,67.7195122,80.62195122
1997,1996-97,Minnesota Timberwolves,82,19780,2937,6436,46%,371,1093,34%,2566,5343,48%,7882,-4250,17%,96-97,96-97 Minnesota Timberwolves,13.32926829,65.15853659,78.48780488
1997,1996-97,Toronto Raptors,82,19830,2897,6632,44%,589,1624,36%,2308,5008,46%,7829,-3384,24%,96-97,96-97 Toronto Raptors,19.80487805,61.07317073,80.87804878
1997,1996-97,New York Knicks,82,19855,2882,6227,46%,470,1294,36%,2412,4933,49%,7819,-3639,21%,96-97,96-97 New York Knicks,15.7804878,60.15853659,75.93902439
1997,1996-97,Indiana Pacers,82,19930,2851,6254,46%,430,1130,38%,2421,5124,47%,7819,-3994,18%,96-97,96-97 Indiana Pacers,13.7804878,62.48780488,76.26829268
1997,1996-97,Milwaukee Bucks,82,19730,2967,6303,47%,324,920,35%,2643,5383,49%,7818,-4463,15%,96-97,96-97 Milwaukee Bucks,11.2195122,65.64634146,76.86585366
1997,1996-97,Miami Heat,82,19805,2822,6235,45%,678,1865,36%,2144,4370,49%,7776,-2505,30%,96-97,96-97 Miami Heat,22.74390244,53.29268293,76.03658537
1997,1996-97,Atlanta Hawks,82,19805,2812,6307,45%,659,1834,36%,2153,4473,48%,7774,-2639,29%,96-97,96-97 Atlanta Hawks,22.36585366,54.54878049,76.91463415
1997,1996-97,Detroit Pistons,82,19830,2827,6095,46%,582,1499,39%,2245,4596,49%,7723,-3097,25%,96-97,96-97 Detroit Pistons,18.2804878,56.04878049,74.32926829
1997,1996-97,Orlando Magic,82,19855,2839,6497,44%,567,1662,34%,2272,4835,47%,7719,-3173,26%,96-97,96-97 Orlando Magic,20.26829268,58.96341463,79.23170732
1997,1996-97,Dallas Mavericks,82,19805,2813,6452,44%,430,1316,33%,2383,5136,46%,7431,-3820,20%,96-97,96-97 Dallas Mavericks,16.04878049,62.63414634,78.68292683
1997,1996-97,San Antonio Spurs,82,19730,2827,6391,44%,378,1180,32%,2449,5211,47%,7418,-4031,18%,96-97,96-97 San Antonio Spurs,14.3902439,63.54878049,77.93902439
1997,1996-97,Vancouver Grizzlies,82,19780,2819,6453,44%,445,1274,35%,2374,5179,46%,7313,-3905,20%,96-97,96-97 Vancouver Grizzlies,15.53658537,63.15853659,78.69512195
1997,1996-97,Cleveland Cavaliers,82,19855,2704,5972,45%,483,1284,38%,2221,4688,47%,7173,-3404,22%,96-97,96-97 Cleveland Cavaliers,15.65853659,57.17073171,72.82926829
1996,1995-96,Chicago Bulls,82,19730,3293,6892,48%,544,1349,40%,2749,5543,50%,8625,-4194,20%,95-96,95-96 Chicago Bulls,16.45121951,67.59756098,84.04878049
1996,1995-96,Seattle SuperSonics,82,19880,3074,6401,48%,581,1596,36%,2493,4805,52%,8572,-3209,25%,95-96,95-96 Seattle SuperSonics,19.46341463,58.59756098,78.06097561
1996,1995-96,Orlando Magic,82,19855,3203,6640,48%,622,1645,38%,2581,4995,52%,8571,-3350,25%,95-96,95-96 Orlando Magic,20.06097561,60.91463415,80.97560976
1996,1995-96,Phoenix Suns,82,19955,3159,6673,47%,327,984,33%,2832,5689,50%,8552,-4705,15%,95-96,95-96 Phoenix Suns,12,69.37804878,81.37804878
1996,1995-96,Boston Celtics,82,19905,3163,6942,46%,539,1453,37%,2624,5489,48%,8495,-4036,21%,95-96,95-96 Boston Celtics,17.7195122,66.93902439,84.65853659
1996,1995-96,San Antonio Spurs,82,19780,3148,6602,48%,518,1320,39%,2630,5282,50%,8477,-3962,20%,95-96,95-96 San Antonio Spurs,16.09756098,64.41463415,80.51219512
1996,1995-96,Los Angeles Lakers,82,19680,3216,6706,48%,477,1359,35%,2739,5347,51%,8438,-3988,20%,95-96,95-96 Los Angeles Lakers,16.57317073,65.20731707,81.7804878
1996,1995-96,Charlotte Hornets,82,19880,3108,6618,47%,584,1520,38%,2524,5098,50%,8431,-3578,23%,95-96,95-96 Charlotte Hornets,18.53658537,62.17073171,80.70731707
1996,1995-96,Dallas Mavericks,82,19930,3124,7431,42%,735,2039,36%,2389,5392,44%,8409,-3353,27%,95-96,95-96 Dallas Mavericks,24.86585366,65.75609756,90.62195122
1996,1995-96,Washington Bullets,82,19805,3202,6618,48%,493,1212,41%,2709,5406,50%,8408,-4194,18%,95-96,95-96 Washington Bullets,14.7804878,65.92682927,80.70731707
1996,1995-96,Houston Rockets,82,19805,3078,6638,46%,637,1761,36%,2441,4877,50%,8404,-3116,27%,95-96,95-96 Houston Rockets,21.47560976,59.47560976,80.95121951
1996,1995-96,Utah Jazz,82,19780,3129,6417,49%,377,1013,37%,2752,5404,51%,8404,-4391,16%,95-96,95-96 Utah Jazz,12.35365854,65.90243902,78.25609756
1996,1995-96,Golden State Warriors,82,19755,3056,6700,46%,447,1199,37%,2609,5501,47%,8334,-4302,18%,95-96,95-96 Golden State Warriors,14.62195122,67.08536585,81.70731707
1996,1995-96,Sacramento Kings,82,19755,2971,6494,46%,462,1194,39%,2509,5300,47%,8163,-4106,18%,95-96,95-96 Sacramento Kings,14.56097561,64.63414634,79.19512195
1996,1995-96,Los Angeles Clippers,82,19730,3126,6618,47%,509,1374,37%,2617,5244,50%,8153,-3870,21%,95-96,95-96 Los Angeles Clippers,16.75609756,63.95121951,80.70731707
1996,1995-96,Portland Trail Blazers,82,19905,3064,6688,46%,480,1358,35%,2584,5330,49%,8145,-3972,20%,95-96,95-96 Portland Trail Blazers,16.56097561,65,81.56097561
1996,1995-96,Indiana Pacers,82,19755,2979,6205,48%,363,973,37%,2616,5232,50%,8144,-4259,16%,95-96,95-96 Indiana Pacers,11.86585366,63.80487805,75.67073171
1996,1995-96,Atlanta Hawks,82,19730,2985,6665,45%,566,1595,36%,2419,5070,48%,8059,-3475,24%,95-96,95-96 Atlanta Hawks,19.45121951,61.82926829,81.2804878
1996,1995-96,Minnesota Timberwolves,82,19780,2974,6481,46%,279,857,33%,2695,5624,48%,8024,-4767,13%,95-96,95-96 Minnesota Timberwolves,10.45121951,68.58536585,79.03658537
1996,1995-96,Denver Nuggets,82,19830,3001,6657,45%,397,1148,35%,2604,5509,47%,8013,-4361,17%,95-96,95-96 Denver Nuggets,14,67.18292683,81.18292683
1996,1995-96,Toronto Raptors,82,19830,3084,6598,47%,414,1168,35%,2670,5430,49%,7994,-4262,18%,95-96,95-96 Toronto Raptors,14.24390244,66.2195122,80.46341463
1996,1995-96,New York Knicks,82,19830,3003,6382,47%,485,1285,38%,2518,5097,49%,7971,-3812,20%,95-96,95-96 New York Knicks,15.67073171,62.15853659,77.82926829
1996,1995-96,Miami Heat,82,19780,2902,6348,46%,552,1458,38%,2350,4890,48%,7909,-3432,23%,95-96,95-96 Miami Heat,17.7804878,59.63414634,77.41463415
1996,1995-96,Milwaukee Bucks,82,19730,3034,6490,47%,357,1056,34%,2677,5434,49%,7837,-4378,16%,95-96,95-96 Milwaukee Bucks,12.87804878,66.26829268,79.14634146
1996,1995-96,Detroit Pistons,82,19830,2810,6122,46%,545,1350,40%,2265,4772,48%,7822,-3422,22%,95-96,95-96 Detroit Pistons,16.46341463,58.19512195,74.65853659
1996,1995-96,Philadelphia 76ers,82,19730,2796,6418,44%,492,1438,34%,2304,4980,46%,7746,-3542,22%,95-96,95-96 Philadelphia 76ers,17.53658537,60.73170732,78.26829268
1996,1995-96,New Jersey Nets,82,19905,2881,6750,43%,250,746,34%,2631,6004,44%,7684,-5258,11%,95-96,95-96 New Jersey Nets,9.097560976,73.2195122,82.31707317
1996,1995-96,Cleveland Cavaliers,82,19830,2761,5998,46%,596,1582,38%,2165,4416,49%,7473,-2834,26%,95-96,95-96 Cleveland Cavaliers,19.29268293,53.85365854,73.14634146
1996,1995-96,Vancouver Grizzlies,82,19880,2772,6483,43%,372,1129,33%,2400,5354,45%,7362,-4225,17%,95-96,95-96 Vancouver Grizzlies,13.76829268,65.29268293,79.06097561
1995,1994-95,Orlando Magic,82,19930,3460,6899,50%,523,1412,37%,2937,5487,54%,9091,-4075,20%,94-95,94-95 Orlando Magic,17.2195122,66.91463415,84.13414634
1995,1994-95,Phoenix Suns,82,19830,3356,6967,48%,584,1584,37%,2772,5383,52%,9073,-3799,23%,94-95,94-95 Phoenix Suns,19.31707317,65.64634146,84.96341463
1995,1994-95,Seattle SuperSonics,82,19830,3310,6741,49%,491,1305,38%,2819,5436,52%,9055,-4131,19%,94-95,94-95 Seattle SuperSonics,15.91463415,66.29268293,82.20731707
1995,1994-95,San Antonio Spurs,82,19855,3236,6687,48%,434,1158,38%,2802,5529,51%,8742,-4371,17%,94-95,94-95 San Antonio Spurs,14.12195122,67.42682927,81.54878049
1995,1994-95,Utah Jazz,82,19780,3243,6339,51%,301,801,38%,2942,5538,53%,8726,-4737,13%,94-95,94-95 Utah Jazz,9.768292683,67.53658537,77.30487805
1995,1994-95,Golden State Warriors,82,19905,3217,6873,47%,546,1602,34%,2671,5271,51%,8667,-3669,23%,94-95,94-95 Golden State Warriors,19.53658537,64.2804878,83.81707317
1995,1994-95,Los Angeles Lakers,82,19905,3284,7088,46%,525,1492,35%,2759,5596,49%,8616,-4104,21%,94-95,94-95 Los Angeles Lakers,18.19512195,68.24390244,86.43902439
1995,1994-95,Houston Rockets,82,19730,3159,6579,48%,646,1757,37%,2513,4822,52%,8491,-3065,27%,94-95,94-95 Houston Rockets,21.42682927,58.80487805,80.23170732
1995,1994-95,Dallas Mavericks,82,19930,3227,7342,44%,386,1200,32%,2841,6142,46%,8462,-4942,16%,94-95,94-95 Dallas Mavericks,14.63414634,74.90243902,89.53658537
1995,1994-95,Portland Trail Blazers,82,19705,3217,7134,45%,462,1266,37%,2755,5868,47%,8451,-4602,18%,94-95,94-95 Portland Trail Blazers,15.43902439,71.56097561,87
1995,1994-95,Boston Celtics,82,19805,3179,6847,46%,362,984,37%,2817,5863,48%,8428,-4879,14%,94-95,94-95 Boston Celtics,12,71.5,83.5
1995,1994-95,Chicago Bulls,82,19830,3191,6710,48%,443,1187,37%,2748,5523,50%,8325,-4336,18%,94-95,94-95 Chicago Bulls,14.47560976,67.35365854,81.82926829
1995,1994-95,Denver Nuggets,82,19980,3098,6461,48%,413,1160,36%,2685,5301,51%,8309,-4141,18%,94-95,94-95 Denver Nuggets,14.14634146,64.64634146,78.79268293
1995,1994-95,Miami Heat,82,19805,3144,6738,47%,436,1182,37%,2708,5556,49%,8293,-4374,18%,94-95,94-95 Miami Heat,14.41463415,67.75609756,82.17073171
1995,1994-95,Charlotte Hornets,82,19805,3051,6438,47%,560,1409,40%,2491,5029,50%,8249,-3620,22%,94-95,94-95 Charlotte Hornets,17.18292683,61.32926829,78.51219512
1995,1994-95,Washington Bullets,82,19855,3176,6899,46%,433,1264,34%,2743,5635,49%,8242,-4371,18%,94-95,94-95 Washington Bullets,15.41463415,68.7195122,84.13414634
1995,1994-95,Milwaukee Bucks,82,19855,3022,6586,46%,494,1349,37%,2528,5237,48%,8146,-3888,20%,94-95,94-95 Milwaukee Bucks,16.45121951,63.86585366,80.31707317
1995,1994-95,Indiana Pacers,82,19780,2983,6248,48%,374,985,38%,2609,5263,50%,8136,-4278,16%,94-95,94-95 Indiana Pacers,12.01219512,64.18292683,76.19512195
1995,1994-95,Sacramento Kings,82,19855,3025,6463,47%,359,1037,35%,2666,5426,49%,8056,-4389,16%,94-95,94-95 Sacramento Kings,12.64634146,66.17073171,78.81707317
1995,1994-95,New York Knicks,82,19780,2985,6394,47%,532,1446,37%,2453,4948,50%,8054,-3502,23%,94-95,94-95 New York Knicks,17.63414634,60.34146341,77.97560976
1995,1994-95,Detroit Pistons,82,19730,3060,6633,46%,494,1396,35%,2566,5237,49%,8053,-3841,21%,94-95,94-95 Detroit Pistons,17.02439024,63.86585366,80.8902439
1995,1994-95,New Jersey Nets,82,19880,2939,6738,44%,414,1297,32%,2525,5441,46%,8042,-4144,19%,94-95,94-95 New Jersey Nets,15.81707317,66.35365854,82.17073171
1995,1994-95,Los Angeles Clippers,82,19880,3060,6888,44%,331,1051,32%,2729,5837,47%,7927,-4786,15%,94-95,94-95 Los Angeles Clippers,12.81707317,71.18292683,84
1995,1994-95,Atlanta Hawks,82,19855,2986,6680,45%,539,1580,34%,2447,5100,48%,7921,-3520,24%,94-95,94-95 Atlanta Hawks,19.26829268,62.19512195,81.46341463
1995,1994-95,Philadelphia 76ers,82,19805,2949,6577,45%,355,936,38%,2594,5641,46%,7820,-4705,14%,94-95,94-95 Philadelphia 76ers,11.41463415,68.79268293,80.20731707
1995,1994-95,Minnesota Timberwolves,82,19780,2792,6219,45%,318,1016,31%,2474,5203,48%,7726,-4187,16%,94-95,94-95 Minnesota Timberwolves,12.3902439,63.45121951,75.84146341
1995,1994-95,Cleveland Cavaliers,82,19930,2756,6255,44%,398,1033,39%,2358,5222,45%,7417,-4189,17%,94-95,94-95 Cleveland Cavaliers,12.59756098,63.68292683,76.2804878
1994,1993-94,Phoenix Suns,82,19705,3429,7080,48%,344,1042,33%,3085,6038,51%,8876,-4996,15%,93-94,93-94 Phoenix Suns,12.70731707,73.63414634,86.34146341
1994,1993-94,Golden State Warriors,82,19780,3512,7145,49%,291,859,34%,3221,6286,51%,8844,-5427,12%,93-94,93-94 Golden State Warriors,10.47560976,76.65853659,87.13414634
1994,1993-94,Portland Trail Blazers,82,19755,3371,7427,45%,272,770,35%,3099,6657,47%,8795,-5887,10%,93-94,93-94 Portland Trail Blazers,9.390243902,81.18292683,90.57317073
1994,1993-94,Charlotte Hornets,82,19830,3382,7100,48%,336,916,37%,3046,6184,49%,8732,-5268,13%,93-94,93-94 Charlotte Hornets,11.17073171,75.41463415,86.58536585
1994,1993-94,Seattle SuperSonics,82,19730,3338,6901,48%,242,722,34%,3096,6179,50%,8687,-5457,10%,93-94,93-94 Seattle SuperSonics,8.804878049,75.35365854,84.15853659
1994,1993-94,Orlando Magic,82,19730,3341,6883,49%,394,1137,35%,2947,5746,51%,8666,-4609,17%,93-94,93-94 Orlando Magic,13.86585366,70.07317073,83.93902439
1994,1993-94,Miami Heat,82,19805,3197,6896,46%,337,997,34%,2860,5899,49%,8475,-4902,14%,93-94,93-94 Miami Heat,12.15853659,71.93902439,84.09756098
1994,1993-94,New Jersey Nets,82,19830,3169,7115,45%,223,683,33%,2946,6432,46%,8461,-5749,10%,93-94,93-94 New Jersey Nets,8.329268293,78.43902439,86.76829268
1994,1993-94,Los Angeles Clippers,82,19780,3343,7163,47%,252,831,30%,3091,6332,49%,8447,-5501,12%,93-94,93-94 Los Angeles Clippers,10.13414634,77.2195122,87.35365854
1994,1993-94,Utah Jazz,82,19830,3207,6729,48%,179,559,32%,3028,6170,49%,8354,-5611,8%,93-94,93-94 Utah Jazz,6.817073171,75.24390244,82.06097561
1994,1993-94,Atlanta Hawks,82,19755,3247,7039,46%,268,830,32%,2979,6209,48%,8318,-5379,12%,93-94,93-94 Atlanta Hawks,10.12195122,75.7195122,85.84146341
1994,1993-94,Cleveland Cavaliers,82,19855,3133,6731,47%,294,813,36%,2839,5918,48%,8296,-5105,12%,93-94,93-94 Cleveland Cavaliers,9.914634146,72.17073171,82.08536585
1994,1993-94,Houston Rockets,82,19780,3197,6733,48%,429,1285,33%,2768,5448,51%,8292,-4163,19%,93-94,93-94 Houston Rockets,15.67073171,66.43902439,82.1097561
1994,1993-94,Sacramento Kings,82,19755,3179,7027,45%,257,729,35%,2922,6298,46%,8291,-5569,10%,93-94,93-94 Sacramento Kings,8.890243902,76.80487805,85.69512195
1994,1993-94,Indiana Pacers,82,19755,3167,6516,49%,184,500,37%,2983,6016,50%,8280,-5516,8%,93-94,93-94 Indiana Pacers,6.097560976,73.36585366,79.46341463
1994,1993-94,Boston Celtics,82,19905,3333,7057,47%,138,477,29%,3195,6580,49%,8267,-6103,7%,93-94,93-94 Boston Celtics,5.817073171,80.24390244,86.06097561
1994,1993-94,Los Angeles Lakers,82,19755,3291,7316,45%,241,803,30%,3050,6513,47%,8233,-5710,11%,93-94,93-94 Los Angeles Lakers,9.792682927,79.42682927,89.2195122
1994,1993-94,Washington Bullets,82,19705,3195,6826,47%,221,744,30%,2974,6082,49%,8229,-5338,11%,93-94,93-94 Washington Bullets,9.073170732,74.17073171,83.24390244
1994,1993-94,Denver Nuggets,82,19755,3156,6781,47%,170,597,29%,2986,6184,48%,8221,-5587,9%,93-94,93-94 Denver Nuggets,7.280487805,75.41463415,82.69512195
1994,1993-94,San Antonio Spurs,82,19780,3178,6688,48%,249,714,35%,2929,5974,49%,8202,-5260,11%,93-94,93-94 San Antonio Spurs,8.707317073,72.85365854,81.56097561
1994,1993-94,New York Knicks,82,19755,3098,6735,46%,316,908,35%,2782,5827,48%,8076,-4919,13%,93-94,93-94 New York Knicks,11.07317073,71.06097561,82.13414634
1994,1993-94,Philadelphia 76ers,82,19805,3103,6819,46%,318,942,34%,2785,5877,47%,8033,-4935,14%,93-94,93-94 Philadelphia 76ers,11.48780488,71.67073171,83.15853659
1994,1993-94,Chicago Bulls,82,19780,3245,6815,48%,233,659,35%,3012,6156,49%,8033,-5497,10%,93-94,93-94 Chicago Bulls,8.036585366,75.07317073,83.1097561
1994,1993-94,Milwaukee Bucks,82,19705,3044,6807,45%,331,1019,33%,2713,5788,47%,7949,-4769,15%,93-94,93-94 Milwaukee Bucks,12.42682927,70.58536585,83.01219512
1994,1993-94,Detroit Pistons,82,19730,3169,7017,45%,358,1041,34%,2811,5976,47%,7949,-4935,15%,93-94,93-94 Detroit Pistons,12.69512195,72.87804878,85.57317073
1994,1993-94,Minnesota Timberwolves,82,19730,2985,6535,46%,183,557,33%,2802,5978,47%,7930,-5421,9%,93-94,93-94 Minnesota Timberwolves,6.792682927,72.90243902,79.69512195
1994,1993-94,Dallas Mavericks,82,19730,3055,7070,43%,241,773,31%,2814,6297,45%,7801,-5524,11%,93-94,93-94 Dallas Mavericks,9.426829268,76.79268293,86.2195122
1993,1992-93,Phoenix Suns,82,19730,3494,7093,49%,398,1095,36%,3096,5998,52%,9298,-4903,15%,92-93,92-93 Phoenix Suns,13.35365854,73.14634146,86.5
1993,1992-93,Charlotte Hornets,82,19755,3512,7210,49%,175,537,33%,3337,6673,50%,9030,-6136,7%,92-93,92-93 Charlotte Hornets,6.548780488,81.37804878,87.92682927
1993,1992-93,Golden State Warriors,82,19905,3474,7212,48%,298,852,35%,3176,6360,50%,9014,-5508,12%,92-93,92-93 Golden State Warriors,10.3902439,77.56097561,87.95121951
1993,1992-93,Portland Trail Blazers,82,19905,3361,7343,46%,275,843,33%,3086,6500,48%,8898,-5657,11%,92-93,92-93 Portland Trail Blazers,10.2804878,79.26829268,89.54878049
1993,1992-93,Seattle SuperSonics,82,19780,3473,7140,49%,218,610,36%,3255,6530,50%,8884,-5920,9%,92-93,92-93 Seattle SuperSonics,7.43902439,79.63414634,87.07317073
