Year,Season,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,PTS,Diff,3pt_attempt_pct,year2,season_team,avg_3pt_attempted_per_game,avg_2pt_att_per_game,avg_fg_per_game
2003,2002-03,Minnesota Timberwolves,82,19805,3172,6809,47%,296,804,37%,2876,6005,48%,8046,-5201,12%,02-03,02-03 Minnesota Timberwolves,9.804878049,73.23170732,83.03658537
2003,2002-03,Memphis Grizzlies,82,19930,3049,6743,45%,467,1279,37%,2582,5464,47%,7995,-4185,19%,02-03,02-03 Memphis Grizzlies,15.59756098,66.63414634,82.23170732
2003,2002-03,Philadelphia 76ers,82,19855,2975,6640,45%,245,787,31%,2730,5853,47%,7941,-5066,12%,02-03,02-03 Philadelphia 76ers,9.597560976,71.37804878,80.97560976
2003,2002-03,Indiana Pacers,82,19905,2911,6608,44%,379,1119,34%,2532,5489,46%,7940,-4370,17%,02-03,02-03 Indiana Pacers,13.64634146,66.93902439,80.58536585
2003,2002-03,New York Knicks,82,19855,2967,6725,44%,606,1582,38%,2361,5143,46%,7860,-3561,24%,02-03,02-03 New York Knicks,19.29268293,62.7195122,82.01219512
2003,2002-03,San Antonio Spurs,82,19830,2908,6297,46%,449,1270,35%,2459,5027,49%,7856,-3757,20%,02-03,02-03 San Antonio Spurs,15.48780488,61.30487805,76.79268293
2003,2002-03,Phoenix Suns,82,19805,3005,6776,44%,394,1149,34%,2611,5627,46%,7834,-4478,17%,02-03,02-03 Phoenix Suns,14.01219512,68.62195122,82.63414634
2003,2002-03,New Jersey Nets,82,19755,2906,6585,44%,346,1041,33%,2560,5544,46%,7820,-4503,16%,02-03,02-03 New Jersey Nets,12.69512195,67.6097561,80.30487805
2003,2002-03,Portland Trail Blazers,82,19855,2987,6491,46%,379,1150,33%,2608,5341,49%,7803,-4191,18%,02-03,02-03 Portland Trail Blazers,14.02439024,65.13414634,79.15853659
2003,2002-03,Chicago Bulls,82,19930,2991,6714,45%,349,997,35%,2642,5717,46%,7786,-4720,15%,02-03,02-03 Chicago Bulls,12.15853659,69.7195122,81.87804878
2003,2002-03,Utah Jazz,82,19780,2894,6189,47%,224,641,35%,2670,5548,48%,7762,-4907,10%,02-03,02-03 Utah Jazz,7.817073171,67.65853659,75.47560976
2003,2002-03,Atlanta Hawks,82,19905,2859,6434,44%,402,1141,35%,2457,5293,46%,7714,-4152,18%,02-03,02-03 Atlanta Hawks,13.91463415,64.54878049,78.46341463
2003,2002-03,New Orleans Hornets,82,19905,2914,6695,44%,404,1075,38%,2510,5620,45%,7699,-4545,16%,02-03,02-03 New Orleans Hornets,13.1097561,68.53658537,81.64634146
2003,2002-03,Los Angeles Clippers,82,19755,2835,6490,44%,390,1178,33%,2445,5312,46%,7693,-4134,18%,02-03,02-03 Los Angeles Clippers,14.36585366,64.7804878,79.14634146
2003,2002-03,Houston Rockets,82,19930,2840,6461,44%,439,1267,35%,2401,5194,46%,7688,-3927,20%,02-03,02-03 Houston Rockets,15.45121951,63.34146341,78.79268293
2003,2002-03,Boston Celtics,82,19830,2700,6509,42%,719,2155,33%,1981,4354,46%,7599,-2199,33%,02-03,02-03 Boston Celtics,26.2804878,53.09756098,79.37804878
2003,2002-03,Seattle SuperSonics,82,19855,2887,6599,44%,456,1291,35%,2431,5308,46%,7555,-4017,20%,02-03,02-03 Seattle SuperSonics,15.74390244,64.73170732,80.47560976
2003,2002-03,Washington Wizards,82,19830,2816,6394,44%,253,811,31%,2563,5583,46%,7502,-4772,13%,02-03,02-03 Washington Wizards,9.890243902,68.08536585,77.97560976
2003,2002-03,Cleveland Cavaliers,82,19830,2850,6746,42%,293,896,33%,2557,5850,44%,7495,-4954,13%,02-03,02-03 Cleveland Cavaliers,10.92682927,71.34146341,82.26829268
2003,2002-03,Detroit Pistons,82,19905,2700,6277,43%,533,1488,36%,2167,4789,45%,7492,-3301,24%,02-03,02-03 Detroit Pistons,18.14634146,58.40243902,76.54878049
2003,2002-03,Toronto Raptors,82,19805,2847,6664,43%,409,1193,34%,2438,5471,45%,7453,-4278,18%,02-03,02-03 Toronto Raptors,14.54878049,66.7195122,81.26829268
2003,2002-03,Miami Heat,82,19830,2688,6517,41%,348,1100,32%,2340,5417,43%,7016,-4317,17%,02-03,02-03 Miami Heat,13.41463415,66.06097561,79.47560976
2003,2002-03,Denver Nuggets,82,19730,2689,6544,41%,229,824,28%,2460,5720,43%,6901,-4896,13%,02-03,02-03 Denver Nuggets,10.04878049,69.75609756,79.80487805
2002,2001-02,Dallas Mavericks,82,19880,3200,6930,46%,621,1645,38%,2579,5285,49%,8629,-3640,24%,01-02,01-02 Dallas Mavericks,20.06097561,64.45121951,84.51219512
2002,2001-02,Sacramento Kings,82,19755,3267,7003,47%,426,1160,37%,2841,5843,49%,8578,-4683,17%,01-02,01-02 Sacramento Kings,14.14634146,71.25609756,85.40243902
2002,2001-02,Los Angeles Lakers,82,19780,3150,6840,46%,510,1439,35%,2640,5401,49%,8304,-3962,21%,01-02,01-02 Los Angeles Lakers,17.54878049,65.86585366,83.41463415
2002,2001-02,Orlando Magic,82,19830,3087,6893,45%,620,1660,37%,2467,5233,47%,8240,-3573,24%,01-02,01-02 Orlando Magic,20.24390244,63.81707317,84.06097561
2002,2001-02,Minnesota Timberwolves,82,19805,3175,6887,46%,396,1047,38%,2779,5840,48%,8145,-4793,15%,01-02,01-02 Minnesota Timberwolves,12.76829268,71.2195122,83.98780488
2002,2001-02,Seattle SuperSonics,82,19830,3131,6681,47%,489,1292,38%,2642,5389,49%,8014,-4097,19%,01-02,01-02 Seattle SuperSonics,15.75609756,65.7195122,81.47560976
2002,2001-02,Golden State Warriors,82,19780,2998,6989,43%,320,994,32%,2678,5995,45%,8009,-5001,14%,01-02,01-02 Golden State Warriors,12.12195122,73.1097561,85.23170732
2002,2001-02,Milwaukee Bucks,82,19905,3041,6577,46%,593,1583,38%,2448,4994,49%,7996,-3411,24%,01-02,01-02 Milwaukee Bucks,19.30487805,60.90243902,80.20731707
2002,2001-02,Indiana Pacers,82,19905,2935,6580,45%,405,1195,34%,2530,5385,47%,7938,-4190,18%,01-02,01-02 Indiana Pacers,14.57317073,65.67073171,80.24390244
2002,2001-02,San Antonio Spurs,82,19855,2913,6363,46%,438,1211,36%,2475,5152,48%,7932,-3941,19%,01-02,01-02 San Antonio Spurs,14.76829268,62.82926829,77.59756098
2002,2001-02,Portland Trail Blazers,82,19830,3004,6671,45%,466,1318,35%,2538,5353,47%,7925,-4035,20%,01-02,01-02 Portland Trail Blazers,16.07317073,65.2804878,81.35365854
2002,2001-02,Boston Celtics,82,19830,2852,6731,42%,699,1946,36%,2153,4785,45%,7901,-2839,29%,01-02,01-02 Boston Celtics,23.73170732,58.35365854,82.08536585
2002,2001-02,New Jersey Nets,82,19830,3042,6816,45%,403,1194,34%,2639,5622,47%,7889,-4428,18%,01-02,01-02 New Jersey Nets,14.56097561,68.56097561,83.12195122
2002,2001-02,Utah Jazz,82,19830,2869,6374,45%,280,842,33%,2589,5532,47%,7871,-4690,13%,01-02,01-02 Utah Jazz,10.26829268,67.46341463,77.73170732
2002,2001-02,Los Angeles Clippers,82,19805,2970,6668,45%,408,1147,36%,2562,5521,46%,7846,-4374,17%,01-02,01-02 Los Angeles Clippers,13.98780488,67.32926829,81.31707317
2002,2001-02,Cleveland Cavaliers,82,19855,2948,6582,45%,387,1026,38%,2561,5556,46%,7812,-4530,16%,01-02,01-02 Cleveland Cavaliers,12.51219512,67.75609756,80.26829268
2002,2001-02,Phoenix Suns,82,19830,3097,6934,45%,358,1096,33%,2739,5838,47%,7802,-4742,16%,01-02,01-02 Phoenix Suns,13.36585366,71.19512195,84.56097561
2002,2001-02,Detroit Pistons,82,19680,2845,6300,45%,567,1509,38%,2278,4791,48%,7735,-3282,24%,01-02,01-02 Detroit Pistons,18.40243902,58.42682927,76.82926829
2002,2001-02,Atlanta Hawks,82,19780,2901,6610,44%,423,1194,35%,2478,5416,46%,7711,-4222,18%,01-02,01-02 Atlanta Hawks,14.56097561,66.04878049,80.6097561
2002,2001-02,Charlotte Hornets,82,19755,2893,6580,44%,346,994,35%,2547,5586,46%,7700,-4592,15%,01-02,01-02 Charlotte Hornets,12.12195122,68.12195122,80.24390244
2002,2001-02,Washington Wizards,82,19730,2938,6664,44%,305,786,39%,2633,5878,45%,7609,-5092,12%,01-02,01-02 Washington Wizards,9.585365854,71.68292683,81.26829268
2002,2001-02,Houston Rockets,82,19980,2837,6629,43%,496,1480,34%,2341,5149,46%,7572,-3669,22%,01-02,01-02 Houston Rockets,18.04878049,62.79268293,80.84146341
2002,2001-02,Denver Nuggets,82,19805,2915,6870,42%,423,1285,33%,2492,5585,45%,7559,-4300,19%,01-02,01-02 Denver Nuggets,15.67073171,68.1097561,83.7804878
2002,2001-02,New York Knicks,82,19805,2817,6520,43%,474,1344,35%,2343,5176,45%,7514,-3832,21%,01-02,01-02 New York Knicks,16.3902439,63.12195122,79.51219512
2002,2001-02,Toronto Raptors,82,19755,2919,6727,43%,387,1109,35%,2532,5618,45%,7494,-4509,16%,01-02,01-02 Toronto Raptors,13.52439024,68.51219512,82.03658537
2002,2001-02,Philadelphia 76ers,82,19730,2804,6436,44%,214,715,30%,2590,5721,45%,7461,-5006,11%,01-02,01-02 Philadelphia 76ers,8.719512195,69.76829268,78.48780488
2002,2001-02,Memphis Grizzlies,82,19780,2851,6535,44%,336,1096,31%,2515,5439,46%,7372,-4343,17%,01-02,01-02 Memphis Grizzlies,13.36585366,66.32926829,79.69512195
2002,2001-02,Chicago Bulls,82,19805,2811,6491,43%,300,868,35%,2511,5623,45%,7335,-4755,13%,01-02,01-02 Chicago Bulls,10.58536585,68.57317073,79.15853659
2002,2001-02,Miami Heat,82,19930,2801,6382,44%,312,899,35%,2489,5483,45%,7150,-4584,14%,01-02,01-02 Miami Heat,10.96341463,66.86585366,77.82926829
2001,2000-01,Sacramento Kings,82,20080,3132,6969,45%,479,1353,35%,2653,5616,47%,8343,-4263,19%,00-01,00-01 Sacramento Kings,16.5,68.48780488,84.98780488
2001,2000-01,Milwaukee Bucks,82,19780,3112,6798,46%,562,1481,38%,2550,5317,48%,8260,-3836,22%,00-01,00-01 Milwaukee Bucks,18.06097561,64.84146341,82.90243902
2001,2000-01,Los Angeles Lakers,82,19905,3109,6685,47%,439,1275,34%,2670,5410,49%,8251,-4135,19%,00-01,00-01 Los Angeles Lakers,15.54878049,65.97560976,81.52439024
2001,2000-01,Dallas Mavericks,82,19805,3085,6716,46%,517,1357,38%,2568,5359,48%,8239,-4002,20%,00-01,00-01 Dallas Mavericks,16.54878049,65.35365854,81.90243902
2001,2000-01,Toronto Raptors,82,19955,3048,6972,44%,429,1164,37%,2619,5808,45%,8007,-4644,17%,00-01,00-01 Toronto Raptors,14.19512195,70.82926829,85.02439024
2001,2000-01,Orlando Magic,82,19955,3013,6873,44%,490,1346,36%,2523,5527,46%,7992,-4181,20%,00-01,00-01 Orlando Magic,16.41463415,67.40243902,83.81707317
2001,2000-01,Minnesota Timberwolves,82,19830,3148,6871,46%,322,901,36%,2826,5970,47%,7982,-5069,13%,00-01,00-01 Minnesota Timberwolves,10.98780488,72.80487805,83.79268293
2001,2000-01,Seattle SuperSonics,82,19805,3029,6649,46%,466,1169,40%,2563,5480,47%,7978,-4311,18%,00-01,00-01 Seattle SuperSonics,14.25609756,66.82926829,81.08536585
2001,2000-01,Houston Rockets,82,19830,2943,6494,45%,504,1412,36%,2439,5082,48%,7972,-3670,22%,00-01,00-01 Houston Rockets,17.2195122,61.97560976,79.19512195
2001,2000-01,Utah Jazz,82,19780,2960,6289,47%,325,852,38%,2635,5437,49%,7959,-4585,14%,00-01,00-01 Utah Jazz,10.3902439,66.30487805,76.69512195
2001,2000-01,Denver Nuggets,82,19780,2979,6877,43%,512,1444,36%,2467,5433,45%,7918,-3989,21%,00-01,00-01 Denver Nuggets,17.6097561,66.25609756,83.86585366
2001,2000-01,San Antonio Spurs,82,19830,2884,6262,46%,445,1094,41%,2439,5168,47%,7886,-4074,17%,00-01,00-01 San Antonio Spurs,13.34146341,63.02439024,76.36585366
2001,2000-01,Detroit Pistons,82,19855,2919,6880,42%,389,1112,35%,2530,5768,44%,7837,-4656,16%,00-01,00-01 Detroit Pistons,13.56097561,70.34146341,83.90243902
2001,2000-01,Portland Trail Blazers,82,19780,3004,6417,47%,369,1057,35%,2635,5360,49%,7824,-4303,16%,00-01,00-01 Portland Trail Blazers,12.8902439,65.36585366,78.25609756
2001,2000-01,Philadelphia 76ers,82,19855,2902,6487,45%,262,803,33%,2640,5684,46%,7763,-4881,12%,00-01,00-01 Philadelphia 76ers,9.792682927,69.31707317,79.1097561
2001,2000-01,Boston Celtics,82,19830,2773,6485,43%,592,1633,36%,2181,4852,45%,7759,-3219,25%,00-01,00-01 Boston Celtics,19.91463415,59.17073171,79.08536585
2001,2000-01,Phoenix Suns,82,19805,2944,6757,44%,332,1054,32%,2612,5703,46%,7710,-4649,16%,00-01,00-01 Phoenix Suns,12.85365854,69.54878049,82.40243902
2001,2000-01,Washington Wizards,82,19680,2833,6453,44%,275,848,32%,2558,5605,46%,7645,-4757,13%,00-01,00-01 Washington Wizards,10.34146341,68.35365854,78.69512195
2001,2000-01,Indiana Pacers,82,19980,2828,6431,44%,396,1159,34%,2432,5272,46%,7591,-4113,18%,00-01,00-01 Indiana Pacers,14.13414634,64.29268293,78.42682927
2001,2000-01,Golden State Warriors,82,19780,2937,7175,41%,282,964,29%,2655,6211,43%,7584,-5247,13%,00-01,00-01 Golden State Warriors,11.75609756,75.74390244,87.5
2001,2000-01,Los Angeles Clippers,82,20030,2896,6467,45%,360,1063,34%,2536,5404,47%,7581,-4341,16%,00-01,00-01 Los Angeles Clippers,12.96341463,65.90243902,78.86585366
2001,2000-01,Cleveland Cavaliers,82,19830,2890,6532,44%,220,659,33%,2670,5873,46%,7561,-5214,10%,00-01,00-01 Cleveland Cavaliers,8.036585366,71.62195122,79.65853659
2001,2000-01,New Jersey Nets,82,19730,2781,6550,43%,361,1084,33%,2420,5466,44%,7552,-4382,17%,00-01,00-01 New Jersey Nets,13.2195122,66.65853659,79.87804878
2001,2000-01,Charlotte Hornets,82,19880,2800,6501,43%,340,984,35%,2460,5517,45%,7539,-4533,15%,00-01,00-01 Charlotte Hornets,12,67.2804878,79.2804878
2001,2000-01,Vancouver Grizzlies,82,19780,2870,6539,44%,325,947,34%,2545,5592,46%,7522,-4645,14%,00-01,00-01 Vancouver Grizzlies,11.54878049,68.19512195,79.74390244
2001,2000-01,Atlanta Hawks,82,19730,2876,6668,43%,333,933,36%,2543,5735,44%,7459,-4802,14%,00-01,00-01 Atlanta Hawks,11.37804878,69.93902439,81.31707317
2001,2000-01,Miami Heat,82,19880,2694,6258,43%,478,1384,35%,2216,4874,46%,7289,-3490,22%,00-01,00-01 Miami Heat,16.87804878,59.43902439,76.31707317
2001,2000-01,New York Knicks,82,19905,2755,6198,44%,391,1115,35%,2364,5083,47%,7275,-3968,18%,00-01,00-01 New York Knicks,13.59756098,61.98780488,75.58536585
2001,2000-01,Chicago Bulls,82,19855,2721,6411,42%,329,950,35%,2392,5461,44%,7181,-4511,15%,00-01,00-01 Chicago Bulls,11.58536585,66.59756098,78.18292683
2000,1999-00,Sacramento Kings,82,19805,3276,7288,45%,534,1656,32%,2742,5632,49%,8607,-3976,23%,99-00,99-00 Sacramento Kings,20.19512195,68.68292683,88.87804878
2000,1999-00,Detroit Pistons,82,19830,3044,6635,46%,439,1223,36%,2605,5412,48%,8483,-4189,18%,99-00,99-00 Detroit Pistons,14.91463415,66,80.91463415
2000,1999-00,Dallas Mavericks,82,19730,3195,7047,45%,519,1326,39%,2676,5721,47%,8316,-4395,19%,99-00,99-00 Dallas Mavericks,16.17073171,69.76829268,85.93902439
2000,1999-00,Indiana Pacers,82,19730,3047,6640,46%,583,1487,39%,2464,5153,48%,8306,-3666,22%,99-00,99-00 Indiana Pacers,18.13414634,62.84146341,80.97560976
2000,1999-00,Milwaukee Bucks,82,19855,3174,6827,47%,394,1069,37%,2780,5758,48%,8300,-4689,16%,99-00,99-00 Milwaukee Bucks,13.03658537,70.2195122,83.25609756
2000,1999-00,Los Angeles Lakers,82,19805,3137,6836,46%,344,1047,33%,2793,5789,48%,8267,-4742,15%,99-00,99-00 Los Angeles Lakers,12.76829268,70.59756098,83.36585366
2000,1999-00,Orlando Magic,82,19755,3169,7014,45%,294,870,34%,2875,6144,47%,8206,-5274,12%,99-00,99-00 Orlando Magic,10.6097561,74.92682927,85.53658537
2000,1999-00,Houston Rockets,82,19830,3001,6664,45%,581,1625,36%,2420,5039,48%,8156,-3414,24%,99-00,99-00 Houston Rockets,19.81707317,61.45121951,81.26829268
2000,1999-00,Boston Celtics,82,19730,3054,6880,44%,417,1260,33%,2637,5620,47%,8146,-4360,18%,99-00,99-00 Boston Celtics,15.36585366,68.53658537,83.90243902
2000,1999-00,Seattle SuperSonics,82,19780,3108,6946,45%,546,1611,34%,2562,5335,48%,8125,-3724,23%,99-00,99-00 Seattle SuperSonics,19.64634146,65.06097561,84.70731707
2000,1999-00,Denver Nuggets,82,19855,3057,6911,44%,470,1397,34%,2587,5514,47%,8115,-4117,20%,99-00,99-00 Denver Nuggets,17.03658537,67.24390244,84.2804878
2000,1999-00,Phoenix Suns,82,19805,3093,6771,46%,458,1246,37%,2635,5525,48%,8111,-4279,18%,99-00,99-00 Phoenix Suns,15.19512195,67.37804878,82.57317073
2000,1999-00,Minnesota Timberwolves,82,19905,3226,6910,47%,248,716,35%,2978,6194,48%,8079,-5478,10%,99-00,99-00 Minnesota Timberwolves,8.731707317,75.53658537,84.26829268
2000,1999-00,Charlotte Hornets,82,19780,2935,6533,45%,339,1001,34%,2596,5532,47%,8072,-4531,15%,99-00,99-00 Charlotte Hornets,12.20731707,67.46341463,79.67073171
2000,1999-00,New Jersey Nets,82,19830,2979,6881,43%,477,1374,35%,2502,5507,45%,8036,-4133,20%,99-00,99-00 New Jersey Nets,16.75609756,67.15853659,83.91463415
2000,1999-00,Portland Trail Blazers,82,19780,3021,6430,47%,407,1128,36%,2614,5302,49%,7991,-4174,18%,99-00,99-00 Portland Trail Blazers,13.75609756,64.65853659,78.41463415
2000,1999-00,Toronto Raptors,82,19755,2980,6882,43%,425,1171,36%,2555,5711,45%,7968,-4540,17%,99-00,99-00 Toronto Raptors,14.2804878,69.64634146,83.92682927
2000,1999-00,Cleveland Cavaliers,82,19855,2977,6734,44%,343,919,37%,2634,5815,45%,7950,-4896,14%,99-00,99-00 Cleveland Cavaliers,11.20731707,70.91463415,82.12195122
2000,1999-00,Washington Wizards,82,19805,3010,6681,45%,335,890,38%,2675,5791,46%,7921,-4901,13%,99-00,99-00 Washington Wizards,10.85365854,70.62195122,81.47560976
2000,1999-00,Utah Jazz,82,19755,2962,6380,46%,329,854,39%,2633,5526,48%,7914,-4672,13%,99-00,99-00 Utah Jazz,10.41463415,67.3902439,77.80487805
2000,1999-00,San Antonio Spurs,82,19855,2952,6393,46%,330,882,37%,2622,5511,48%,7886,-4629,14%,99-00,99-00 San Antonio Spurs,10.75609756,67.20731707,77.96341463
2000,1999-00,Golden State Warriors,82,19755,2996,7140,42%,345,1069,32%,2651,6071,44%,7834,-5002,15%,99-00,99-00 Golden State Warriors,13.03658537,74.03658537,87.07317073
2000,1999-00,Philadelphia 76ers,82,19830,2993,6776,44%,208,643,32%,2785,6133,45%,7771,-5490,9%,99-00,99-00 Philadelphia 76ers,7.841463415,74.79268293,82.63414634
2000,1999-00,Miami Heat,82,19830,2974,6462,46%,446,1202,37%,2528,5260,48%,7739,-4058,19%,99-00,99-00 Miami Heat,14.65853659,64.14634146,78.80487805
2000,1999-00,Atlanta Hawks,82,19830,3000,6807,44%,258,814,32%,2742,5993,46%,7735,-5179,12%,99-00,99-00 Atlanta Hawks,9.926829268,73.08536585,83.01219512
2000,1999-00,Vancouver Grizzlies,82,19855,2892,6441,45%,324,898,36%,2568,5543,46%,7702,-4645,14%,99-00,99-00 Vancouver Grizzlies,10.95121951,67.59756098,78.54878049
2000,1999-00,New York Knicks,82,19830,2897,6374,46%,351,937,38%,2546,5437,47%,7555,-4500,15%,99-00,99-00 New York Knicks,11.42682927,66.30487805,77.73170732
2000,1999-00,Los Angeles Clippers,82,19705,2877,6757,43%,429,1267,34%,2448,5490,45%,7546,-4223,19%,99-00,99-00 Los Angeles Clippers,15.45121951,66.95121951,82.40243902
2000,1999-00,Chicago Bulls,82,19805,2565,6180,42%,340,1032,33%,2225,5148,43%,6952,-4116,17%,99-00,99-00 Chicago Bulls,12.58536585,62.7804878,75.36585366
1999,1998-99,Sacramento Kings,50,12200,1918,4307,45%,290,943,31%,1628,3364,48%,5009,-2421,22%,98-99,98-99 Sacramento Kings,18.86,67.28,86.14
1999,1998-99,Los Angeles Lakers,50,12050,1841,3935,47%,241,685,35%,1600,3250,49%,4950,-2565,17%,98-99,98-99 Los Angeles Lakers,13.7,65,78.7
1999,1998-99,Phoenix Suns,50,12050,1797,4004,45%,261,702,37%,1536,3302,47%,4779,-2600,18%,98-99,98-99 Phoenix Suns,14.04,66.04,80.08
1999,1998-99,Seattle SuperSonics,50,12100,1756,3976,44%,309,899,34%,1447,3077,47%,4743,-2178,23%,98-99,98-99 Seattle SuperSonics,17.98,61.54,79.52
1999,1998-99,Portland Trail Blazers,50,12175,1747,3956,44%,246,675,36%,1501,3281,46%,4742,-2606,17%,98-99,98-99 Portland Trail Blazers,13.5,65.62,79.12
1999,1998-99,Indiana Pacers,50,12100,1731,3866,45%,294,799,37%,1437,3067,47%,4733,-2268,21%,98-99,98-99 Indiana Pacers,15.98,61.34,77.32
1999,1998-99,Houston Rockets,50,12075,1755,3798,46%,336,914,37%,1419,2884,49%,4711,-1970,24%,98-99,98-99 Houston Rockets,18.28,57.68,75.96
1999,1998-99,Denver Nuggets,50,12025,1681,3989,42%,302,922,33%,1379,3067,45%,4674,-2145,23%,98-99,98-99 Denver Nuggets,18.44,61.34,79.78
1999,1998-99,Utah Jazz,50,12175,1684,3620,47%,140,388,36%,1544,3232,48%,4666,-2844,11%,98-99,98-99 Utah Jazz,7.76,64.64,72.4
1999,1998-99,Boston Celtics,50,12150,1816,4164,44%,273,758,36%,1543,3406,45%,4650,-2648,18%,98-99,98-99 Boston Celtics,15.16,68.12,83.28
1999,1998-99,Minnesota Timberwolves,50,12025,1838,4327,43%,122,410,30%,1716,3917,44%,4647,-3507,9%,98-99,98-99 Minnesota Timberwolves,8.2,78.34,86.54
1999,1998-99,Charlotte Hornets,50,12150,1671,3718,45%,268,735,37%,1403,2983,47%,4644,-2248,20%,98-99,98-99 Charlotte Hornets,14.7,59.66,74.36
1999,1998-99,San Antonio Spurs,50,12075,1740,3812,46%,172,521,33%,1568,3291,48%,4640,-2770,14%,98-99,98-99 San Antonio Spurs,10.42,65.82,76.24
1999,1998-99,Milwaukee Bucks,50,12050,1753,3818,46%,231,619,37%,1522,3199,48%,4584,-2580,16%,98-99,98-99 Milwaukee Bucks,12.38,63.98,76.36
1999,1998-99,Dallas Mavericks,50,12075,1749,4033,43%,202,595,34%,1547,3438,45%,4581,-2843,15%,98-99,98-99 Dallas Mavericks,11.9,68.76,80.66
1999,1998-99,New Jersey Nets,50,12050,1691,4160,41%,225,679,33%,1466,3481,42%,4569,-2802,16%,98-99,98-99 New Jersey Nets,13.58,69.62,83.2
1999,1998-99,Washington Wizards,50,12050,1768,3969,45%,179,580,31%,1589,3389,47%,4560,-2809,15%,98-99,98-99 Washington Wizards,11.6,67.78,79.38
1999,1998-99,Toronto Raptors,50,12075,1660,3940,42%,226,662,34%,1434,3278,44%,4557,-2616,17%,98-99,98-99 Toronto Raptors,13.24,65.56,78.8
1999,1998-99,Los Angeles Clippers,50,12125,1711,4007,43%,214,668,32%,1497,3339,45%,4519,-2671,17%,98-99,98-99 Los Angeles Clippers,13.36,66.78,80.14
1999,1998-99,Detroit Pistons,50,12050,1660,3716,45%,248,679,37%,1412,3037,47%,4518,-2358,18%,98-99,98-99 Detroit Pistons,13.58,60.74,74.32
1999,1998-99,Philadelphia 76ers,50,12150,1656,3883,43%,98,371,26%,1558,3512,44%,4483,-3141,10%,98-99,98-99 Philadelphia 76ers,7.42,70.24,77.66
1999,1998-99,Orlando Magic,50,12050,1687,3943,43%,223,675,33%,1464,3268,45%,4473,-2593,17%,98-99,98-99 Orlando Magic,13.5,65.36,78.86
1999,1998-99,Miami Heat,50,12025,1616,3565,45%,289,804,36%,1327,2761,48%,4449,-1957,23%,98-99,98-99 Miami Heat,16.08,55.22,71.3
1999,1998-99,Vancouver Grizzlies,50,12175,1643,3838,43%,148,453,33%,1495,3385,44%,4443,-2932,12%,98-99,98-99 Vancouver Grizzlies,9.06,67.7,76.76
1999,1998-99,Golden State Warriors,50,12125,1730,4173,42%,162,565,29%,1568,3608,44%,4416,-3043,14%,98-99,98-99 Golden State Warriors,11.3,72.16,83.46
1999,1998-99,Cleveland Cavaliers,50,12050,1562,3561,44%,182,534,34%,1380,3027,46%,4322,-2493,15%,98-99,98-99 Cleveland Cavaliers,10.68,60.54,71.22
1999,1998-99,New York Knicks,50,12100,1610,3704,44%,208,589,35%,1402,3115,45%,4320,-2526,16%,98-99,98-99 New York Knicks,11.78,62.3,74.08
1999,1998-99,Atlanta Hawks,50,12075,1539,3760,41%,197,644,31%,1342,3116,43%,4315,-2472,17%,98-99,98-99 Atlanta Hawks,12.88,62.32,75.2
1999,1998-99,Chicago Bulls,50,12075,1539,3837,40%,177,612,29%,1362,3225,42%,4095,-2613,16%,98-99,98-99 Chicago Bulls,12.24,64.5,76.74
1998,1997-98,Los Angeles Lakers,82,19830,3146,6536,48%,497,1415,35%,2649,5121,52%,8652,-3706,22%,97-98,97-98 Los Angeles Lakers,17.25609756,62.45121951,79.70731707
1998,1997-98,Minnesota Timberwolves,82,19930,3157,6844,46%,303,873,35%,2854,5971,48%,8290,-5098,13%,97-98,97-98 Minnesota Timberwolves,10.64634146,72.81707317,83.46341463
1998,1997-98,Utah Jazz,82,19780,2993,6113,49%,249,670,37%,2744,5443,50%,8279,-4773,11%,97-98,97-98 Utah Jazz,8.170731707,66.37804878,74.54878049
1998,1997-98,Seattle SuperSonics,82,19755,3052,6458,47%,621,1569,40%,2431,4889,50%,8246,-3320,24%,97-98,97-98 Seattle SuperSonics,19.13414634,59.62195122,78.75609756
1998,1997-98,New Jersey Nets,82,19880,3055,6928,44%,310,937,33%,2745,5991,46%,8170,-5054,14%,97-98,97-98 New Jersey Nets,11.42682927,73.06097561,84.48780488
1998,1997-98,Phoenix Suns,82,19955,3138,6710,47%,431,1211,36%,2707,5499,49%,8166,-4288,18%,97-98,97-98 Phoenix Suns,14.76829268,67.06097561,81.82926829
1998,1997-98,Houston Rockets,82,19830,2946,6513,45%,573,1670,34%,2373,4843,49%,8099,-3173,26%,97-98,97-98 Houston Rockets,20.36585366,59.06097561,79.42682927
1998,1997-98,Washington Wizards,82,19805,3080,6811,45%,320,944,34%,2760,5867,47%,7969,-4923,14%,97-98,97-98 Washington Wizards,11.51219512,71.54878049,83.06097561
1998,1997-98,Chicago Bulls,82,19855,3064,6801,45%,311,962,32%,2753,5839,47%,7931,-4877,14%,97-98,97-98 Chicago Bulls,11.73170732,71.20731707,82.93902439
1998,1997-98,Charlotte Hornets,82,19780,2968,6344,47%,346,904,38%,2622,5440,48%,7923,-4536,14%,97-98,97-98 Charlotte Hornets,11.02439024,66.34146341,77.36585366
1998,1997-98,Vancouver Grizzlies,82,19830,3006,6567,46%,325,898,36%,2681,5669,47%,7923,-4771,14%,97-98,97-98 Vancouver Grizzlies,10.95121951,69.13414634,80.08536585
